id,url,label,coarse_label,html_title,meta_description,http_response,root_page_title,h1,h2,h3,h4,h5,h6,div_text
11,http://www.longbeach.gov/police/press-releases/murder-18-/,Media Bulletins,Agency-Published Resources,MURDER(18),"",200,City of Long Beach,"[""Long Beach Police Department""]",[],[],[],[],[],"A- A A+ Long Beach Police Department Media Relations 400 W. Broadway Long Beach, CA 90802 (562) 570-5273 1/17/2015 FOR IMMEDIATE RELEASE Press Release # 2015 Subject: MURDER Contact: Media Relations (562) 570-5273 On Tuesday, January 13, 2015, at approximately 9:00 p.m., Long Beach Police responded to the 2300 block of east 10th street regarding shots fired. When officers arrived, they learned that a suspect walked up to a group of individuals who were gathered in a yard of a residence and opened fire, striking a male adult in the upper body. Long Beach Fire Department paramedics responded and transported the victim to a local hospital where he remained in critical condition. Due to the seriousness of the victim’s injuries, homicide detectives responded to the scene to investigate. Last night, January 16, 2015, the victim succumbed to his injuries and was pronounced deceased.  The victim has been identified as 22-year-old Jose De Jesus Cabral Orozco of Long Beach.  The motive for this shooting is still unclear and no suspect is in custody at this time. The investigation remains ongoing. Anyone with information regarding this incident is urged to contact Long Beach Police Homicide Detectives Hugo Cortes and Oscar Valenzuela at (562) 570-7244.  Anonymous tips may be submitted by calling 1-800-222-TIPS (8477), texting TIPLA plus your tip to CRIMES (274637), or visiting www.lacrimestoppers.org . This information is preliminary and is intended for early information use rather than being a formal investigative report. About Long Beach Police Department The mission of the Long Beach Police Department is to enhance public safety through partnerships, while providing a safe City for all people. For more information on the Police Department, please visit us at www.longbeach.gov/police . Follow us on social media to stay connected: Facebook , Twitter , and Instagram . "
12,https://www.edmondswa.gov/government/departments/police_department/anonymous_tip,Contact Info & Agency Meta,Info About Agencies,"Anonymous Tip - City of Edmonds, WA","",200,Just a moment...,"[""City of Edmonds - Washington""]","[""Anonymous Tip""]","[""Edmonds Police Department"", ""Recruitment and Hiring""]",[],[],[],Skip to Content 
13,https://www.southamptontownnypolice.gov/1698/calissa-restaurant,Not Criminal Justice Related,Not Criminal Justice Related,"Calissa Restaurant | Southampton, NY - Official Website","",200,"Police | Southampton, NY - Official Website","[""Calissa Restaurant""]",[],"[""Site Tools"", ""Contact Us"", ""Site Links"", ""Loading""]","[""Summary Sheet"", ""WQIPP - Fund Application""]",[],[],"Skip to Main Content EMERGENCY ALERT Notice of LIRR Service Change and Lewis Road Closing This Weekend Read On... Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In Government Town Services Community Info How Do I Translate Page Site Tools Home My Account Printer Friendly Email Page Contact Us RSS Site Map Translate Page Notifications Documents Search Home Government Departments Community Preservation Fund (CPF) WQIPP - Plan/Checklist/App 2022 WQIP - Applications & Proposal Summaries Calissa Restaurant Calissa Restaurant Summary Sheet Calissa Restaurant Septic Improvement Project-Sheet-2022 WQIPP - Fund Application Calissa Restaurant  - Application Submitted Calissa Restaurant - Documents Submitted Old Town Pond Watershed Bioswales (SH Village) Phillips Pond Watershed Bioswales (SH Village) Wickapogue Pond Watershed Bioswales (SH Village) Lake Agawam Stormwater - Trustees Armin and Judy Calissa Restaurant Peconic Land Trust Bridge Gardens Quogue Wildlife Refuge Constructed Wetland Riverside Sewer System Sag Harbor - Sewer Expansion (Sewersheds K & L) Harbour House (Library Avenue Owners Corp.) Lake Agawam Algae Harvesting Phase - (SH Village) Mecox Bay Inlet - Trustees Old Town Pond Dredging (SH Village) Sagaponack Pond Aquatic Habitat Restoration - Trustees Emma Elliston Park - Rain Gardens (SH Town) Lake Agawam- Injection Well PRB (SH Village) Poxabogue Pond-Groundwater Seepage and Nutrient Input West Main Street Bioswale (SH Village) Town Clerk Meetings, Agendas & Minutes Pay Your Taxes Online Services Applications, Forms & Fees Notify Me® FOIL Requests Contact Us Town of Southampton 116 Hampton Road Southampton, NY 11968 Phone: 631-283-6000 Banner photo credit: robertseifertphotography.com Site Links Contact Us Site Map Accessibility Copyright Notices Intranet Job Opportunities Title VI Non-discrimination Policy /QuickLinks.aspx Government Websites by CivicPlus® Enable Google Translate "
14,https://ose.louisiana.gov/event/police-communications-officer-i-5/,Poor Data Source,Poor Data Source,Police Communications Officer I | Louisiana Office of State Examiner,"",200,403 Forbidden,"["""", ""Police Communications Officer I""]",[],"[""Competitive Level""]",[],[],"[""Recent Posts"", ""Archives"", ""Categories"", ""Meta""]","Search Search Search Search Personnel Action Form About Testing & Employment Eligibility Lists Jurisdictions Resources Contact ADA Testing Accommodations Statewide Testing This event has passed. Police Communications Officer I Competitive Level Posting Period 01/15/2021 - 02/01/21 Application Deadline 02/01/21 Jurisdiction Shreveport Application Search Recent Posts Holiday Closures Archives June 2023 Categories Uncategorized Meta Log in Entries feed Comments feed WordPress.org Sign Up for Updates Δ 7722 Office Park Blvd., Suite 500 Baton Rouge, LA 70809 Phone: (225) 925-4400 Privacy Policy Facebook Copyright © 2024 Office of State Examiner Site by Gatorworks. Search Personnel Action Form About Testing & Employment Eligibility Lists Jurisdictions Resources Contact ADA Testing Accommodations Statewide Testing Search Personnel Action Form Search Search Search Personnel Action Form This event has passed. Police Communications Officer I Competitive Level Posting Period 01/15/2021 - 02/01/21 Application Deadline 02/01/21 Jurisdiction Shreveport Application Search Recent Posts Holiday Closures Archives June 2023 Categories Uncategorized Meta Log in Entries feed Comments feed WordPress.org This event has passed. Police Communications Officer I Competitive Level Posting Period 01/15/2021 - 02/01/21 Application Deadline 02/01/21 Jurisdiction Shreveport Application Search Recent Posts Holiday Closures Archives June 2023 Categories Uncategorized Meta Log in Entries feed Comments feed WordPress.org This event has passed. Police Communications Officer I Competitive Level Posting Period 01/15/2021 - 02/01/21 Application Deadline 02/01/21 Jurisdiction Shreveport Application This event has passed. Police Communications Officer I Competitive Level Posting Period 01/15/2021 - 02/01/21 Application Deadline 02/01/21 Jurisdiction Shreveport Application This event has passed. Police Communications Officer I Competitive Level Posting Period 01/15/2021 - 02/01/21 Application Deadline 02/01/21 Jurisdiction Shreveport Application This event has passed. Police Communications Officer I Competitive Level Competitive Level Competitive Level Posting Period 01/15/2021 - 02/01/21 Application Deadline 02/01/21 Jurisdiction Shreveport Posting Period 01/15/2021 - 02/01/21 Application Deadline 02/01/21 Jurisdiction Shreveport Posting Period 01/15/2021 - 02/01/21 Application Deadline 02/01/21 Jurisdiction Shreveport Posting Period 01/15/2021 - 02/01/21 Posting Period Application Deadline 02/01/21 Application Deadline Jurisdiction Shreveport Jurisdiction Application Search Search Sign Up for Updates Δ Sign Up for Updates Δ Sign Up for Updates 7722 Office Park Blvd., Suite 500 Baton Rouge, LA 70809 Phone: (225) 925-4400 Privacy Policy Facebook 7722 Office Park Blvd., Suite 500 Baton Rouge, LA 70809 Phone: (225) 925-4400 Privacy Policy 7722 Office Park Blvd., Suite 500 Baton Rouge, LA 70809 Phone: (225) 925-4400 7722 Office Park Blvd., Suite 500 Baton Rouge, LA 70809 Phone: (225) 925-4400 Phone: (225) 925-4400 Privacy Policy Facebook Facebook Facebook Copyright © 2024 Office of State Examiner Site by Gatorworks. Copyright © 2024 Office of State Examiner Site by Gatorworks. "
15,https://www.mass.gov/doc/essential-functions-for-municipal-police-officers/download,Policies & Contracts,Info About Agencies,"","",200,"","","","","","","",""
16,https://www.jacksonms.gov/documents/mayoral-executive-order-amending-the-city-of-jackson-police-departments-use-of-force-policy/,Media Bulletins,Agency-Published Resources,"MAYORAL EXECUTIVE ORDER AMENDING THE CITY OF JACKSON POLICE DEPARTMENT'S USE OF FORCE POLICY - Jackson, MS","",200,"City of Jackson - Jackson, MS","[""MAYORAL EXECUTIVE ORDER AMENDING THE CITY OF JACKSON POLICE DEPARTMENT’S USE OF FORCE POLICY""]","[""Primary menu links"", ""Action toolbar"", ""Documents and forms"", ""Contact"", ""Subscribe"", ""Connect""]",[],[],"[""""]",[],"Jackson, MS Primary menu links Residents Businesses Visitors Government News Contact Action toolbar Answers Payments Report Issue Search Primary menu links Residents Businesses Visitors Government News Contact Action toolbar Answers Payments Report Issue Search Jackson, MS Jackson, MS Jackson, MS Proclamation of Local Emergency ___________________________________________________________________________________________________________________________________ The City of Jackson’s Water and Sewer Business Administration is now JXN Water. Click here . _____________________________________________________________________________________________________________________________________ PEG Network Off-Air Announcement: PEG Network is currently off the air as we undergo a relocation. We appreciate your patience during this transition. In the meantime, you can stay connected with PEG Network here or visit our YouTube channel at www.youtube.com/@JacksonPEGNetwork Documents and forms MAYORAL EXECUTIVE ORDER AMENDING THE CITY OF JACKSON POLICE DEPARTMENT’S USE OF FORCE POLICY June 26, 2020 PDF 116 KB Download Documents and forms MAYORAL EXECUTIVE ORDER AMENDING THE CITY OF JACKSON POLICE DEPARTMENT’S USE OF FORCE POLICY June 26, 2020 PDF 116 KB Download Documents and forms June 26, 2020 PDF 116 KB Download June 26, 2020 PDF 116 KB Download June 26, 2020 Helpful Share Facebook Twitter Email Size + Reset a − Translate Translate language select Select language Afrikaans Albanian Amharic Arabic Armenian Azerbaijani Basque Belarusian Bengali Bosnian Bulgarian Catalan Cebuano Chichewa Chinese (Simplified) Chinese (Traditional) Corsican Croatian Czech Danish Dutch English Esperanto Estonian Filipino Finnish French Frisian Galician Georgian German Greek Gujarati Haitian Creole Hausa Hawaiian Hebrew Hindi Hmong Hungarian Icelandic Igbo Indonesian Irish Italian Japanese Javanese Kannada Kazakh Khmer Korean Kurdish (Kurmanji) Kyrgyz Lao Latin Latvian Lithuanian Luxembourgish Macedonian Malagasy Malay Malayalam Maltese Maori Marathi Mongolian Myanmar (Burmese) Nepali Norwegian Pashto Persian Polish Portuguese Punjabi Romanian Russian Samoan Scottish Gaelic Serbian Sesotho Shona Sindhi Sinhala Slovak Slovenian Somali Spanish Sundanese Swahili Swedish Tajik Tamil Telugu Thai Turkish Ukrainian Urdu Uzbek Vietnamese Welsh Xhosa Yiddish Yoruba Zulu Select language Afrikaans Albanian Amharic Arabic Armenian Azerbaijani Basque Belarusian Bengali Bosnian Bulgarian Catalan Cebuano Chichewa Chinese (Simplified) Chinese (Traditional) Corsican Croatian Czech Danish Dutch English Esperanto Estonian Filipino Finnish French Frisian Galician Georgian German Greek Gujarati Haitian Creole Hausa Hawaiian Hebrew Hindi Hmong Hungarian Icelandic Igbo Indonesian Irish Italian Japanese Javanese Kannada Kazakh Khmer Korean Kurdish (Kurmanji) Kyrgyz Lao Latin Latvian Lithuanian Luxembourgish Macedonian Malagasy Malay Malayalam Maltese Maori Marathi Mongolian Myanmar (Burmese) Nepali Norwegian Pashto Persian Polish Portuguese Punjabi Romanian Russian Samoan Scottish Gaelic Serbian Sesotho Shona Sindhi Sinhala Slovak Slovenian Somali Spanish Sundanese Swahili Swedish Tajik Tamil Telugu Thai Turkish Ukrainian Urdu Uzbek Vietnamese Welsh Xhosa Yiddish Yoruba Zulu Contact Jackson City Hall 219 S. President St. Jackson, MS 39201 Employee Login Employee Handbook Contact Links Directory Feedback Access Links Accessibility Sitemap Subscribe Enter email Comments This field is for validation purposes and should be left unchanged. Connect Facebook Instagram Twitter Youtube Contact Jackson City Hall 219 S. President St. Jackson, MS 39201 Employee Login Employee Handbook Contact Links Directory Feedback Access Links Accessibility Sitemap Subscribe Enter email Comments This field is for validation purposes and should be left unchanged. Connect Facebook Instagram Twitter Youtube "
17,http://www.longbeach.gov/police/press-releases/murder-600-block-of-e-9th-street/,Media Bulletins,Agency-Published Resources,MURDER 600 block of E 9th Street,"",200,City of Long Beach,"[""Long Beach Police Department""]",[],[],[],[],[],"A- A A+ Long Beach Police Department Media Relations 400 W. Broadway Long Beach, CA 90802 (562) 570-5273 11/1/2016 FOR IMMEDIATE RELEASE Press Release # 2016 Subject: MURDER 600 BLOCK OF EAST 9TH STREET Contact: Media Relation Detail (562) 570-5273 UPDATE (11/15/2016): On November 11, 2016, police arrested 36-year-old Jorge Omar Chavez of Long Beach in connection with this investigation. Related news release Original News Release (11/1/2016): On November 1, 2016, at approximately 02:10 a.m., officers were dispatched to the 600 block of 9th Street regarding a possible victim of a shooting. Upon arrival officers found a male adult suffering from a gunshot wound to his upper torso.  Long Beach Fire Department personnel responded and determined the subject was deceased. The Homicide detail responded and is handling the investigation. The victim has been identified as 18 year-old Long Beach resident Manuel Arechiga. It is unknown at this time if the incident is gang related. Anyone with information is urged to call Homicide Detectives Scott Lasch, Michael Hubbard or Teryl Hubert at (562) 570-7244. Anonymous tips may be submitted through ""LA Crime Stoppers"" by calling 1-800-222-TIPS (8477), downloading the ""P3 Tips"" app to your smart phone (available at the Apple App store and Google Play), or visiting http://www.lacrimestoppers.org/ This information is preliminary and is intended for early information use rather than being a formal investigative report. About Long Beach Police Department The mission of the Long Beach Police Department is to enhance public safety through partnerships, while providing a safe City for all people. For more information on the Police Department, please visit us at www.longbeach.gov/police . Follow us on social media to stay connected: Facebook , Twitter , and Instagram . "
18,https://www.dps.arkansas.gov/law-enforcement/arkansas-state-police/divisions/highway-patrol/troop-c-commander/,Personnel Records,Info About Officers,Troop C Commander - Arkansas Department of Public Safety,"",200,Home - Arkansas Department of Public Safety,"[""Flag Status""]","[""Troop C Commander"", ""Contact ASP"", ""Helpful ASP links"", ""Connect with ASP"", ""Respect. Integrity. CUSTOMER SERVICE. TEAMWORK. SERVANT LEADERSHIP. CONTINUOUS IMPROVEMENT"", """", ""© 2024 All rights Reserved. Arkansas.gov""]","[""Captain John Carter""]",[],"[""About DPS"", ""DPS Links"", ""DPS Address"", ""Your Arkansas.gov"", ""Top Online Services"", ""Helpful Information""]",[],""
19,https://www.roseville.ca.us/government/departments/police_department/community_services/my_neighborhood_officer/neighborhood_officer_program_information,Misc Police Activity,Police & Public Interactions,Neighborhood Officer Program Information - City of Roseville,Reasons for Neighborhood Officer program and scheduling information,200,Just a moment...,"[""City of Roseville""]","[""Neighborhood Officer Program Information""]","[""Roseville Police Department""]",[],[],[],""
20,https://www.pleasantprairiewi.gov/departments/police/news/police_and_fire___rescue_news_archive/2021_news_releases/arrest_leads_to_officer_injury,Media Bulletins,Agency-Published Resources,Arrest Leads to Officer Injury - Village of Pleasant Prairie,"",200,Just a moment...,[],"[""Arrest Leads to Officer Injury""]","[""Follow Us on Social Media""]",[],[],[],""
21,https://cityofmebanenc.gov/documents/police-officer-2/police-officer-updated-2-21-2022/,Resources,Agency-Published Resources,"Police Officer (Updated 2-21-2022) - Mebane, NC","",200,"Welcome - Mebane, NC","[""Police Officer (Updated 2-21-2022)""]","[""Primary menu links"", ""Action toolbar"", ""Recent news"", ""Welcome"", ""Engage"", ""Help""]","[""Request for Qualifications – City of Mebane Asset Inventory and Assessment Sewer Collections System"", ""Request for Bids: Lake Michael Dam Spillway Replacement"", ""Request for Proposals – Comprehensive Land Development Plan Update"", ""Request for Bids: N. Second Street Sidewalk Improvements"", ""Request for Bids: Elevated Water Storage Tank""]",[],[],[],"Mebane, NC Primary menu links Residents Businesses Visitors Events Government Departments Contact Action toolbar Answers Payments Report Issue Search Primary menu links Residents Businesses Visitors Events Government Departments Contact Action toolbar Answers Payments Report Issue Search Mebane, NC Mebane, NC Mebane, NC Police Officer (Updated 2-21-2022) Posted on February 21, 2022 Police Officer (Updated 2-21-2022) Recent news Request for Qualifications – City of Mebane Asset Inventory and Assessment Sewer Collections System Posted on March 18, 2024 Request for Bids: Lake Michael Dam Spillway Replacement Posted on March 4, 2024 Request for Proposals – Comprehensive Land Development Plan Update Posted on March 1, 2024 Request for Bids: N. Second Street Sidewalk Improvements Posted on January 29, 2024 Request for Bids: Elevated Water Storage Tank Posted on August 4, 2023 All news » Police Officer (Updated 2-21-2022) Posted on February 21, 2022 Police Officer (Updated 2-21-2022) Recent news Request for Qualifications – City of Mebane Asset Inventory and Assessment Sewer Collections System Posted on March 18, 2024 Request for Bids: Lake Michael Dam Spillway Replacement Posted on March 4, 2024 Request for Proposals – Comprehensive Land Development Plan Update Posted on March 1, 2024 Request for Bids: N. Second Street Sidewalk Improvements Posted on January 29, 2024 Request for Bids: Elevated Water Storage Tank Posted on August 4, 2023 All news » Police Officer (Updated 2-21-2022) Recent news Request for Qualifications – City of Mebane Asset Inventory and Assessment Sewer Collections System Posted on March 18, 2024 Request for Bids: Lake Michael Dam Spillway Replacement Posted on March 4, 2024 Request for Proposals – Comprehensive Land Development Plan Update Posted on March 1, 2024 Request for Bids: N. Second Street Sidewalk Improvements Posted on January 29, 2024 Request for Bids: Elevated Water Storage Tank Posted on August 4, 2023 All news » Police Officer (Updated 2-21-2022) Recent news Request for Qualifications – City of Mebane Asset Inventory and Assessment Sewer Collections System Posted on March 18, 2024 Request for Bids: Lake Michael Dam Spillway Replacement Posted on March 4, 2024 Request for Proposals – Comprehensive Land Development Plan Update Posted on March 1, 2024 Request for Bids: N. Second Street Sidewalk Improvements Posted on January 29, 2024 Request for Bids: Elevated Water Storage Tank Posted on August 4, 2023 All news » "
22,https://www.eutawal.gov/policeman/,Poor Data Source,Poor Data Source,"","",404,"","","","","","","",""
23,http://www.longbeach.gov/police/press-releases/murder-investigation4/,Media Bulletins,Agency-Published Resources,MURDER INVESTIGATION,"",200,City of Long Beach,"[""Long Beach Police Department""]",[],[],[],[],[],"A- A A+ Long Beach Police Department Media Relations 400 W. Broadway Long Beach, CA 90802 (562) 570-5273 6/29/2018 FOR IMMEDIATE RELEASE Press Release # Subject: MURDER INVESTIGATION Contact: Media Relations (562) 570-5273 On June 28, 2018, at approximately 9:50 p.m., officers were dispatched to the 1900 block of Martin Luther King Avenue regarding a shooting, which resulted in the death of a male adult. Officers arrived and located a male adult victim with a gunshot wound to his upper torso. Long Beach Fire Department responded and determined the victim deceased at the scene. The victim has been identified as 42-year-old Ellis Spillman of Long Beach. The victim was inside a residence when a single male suspect confronted him with gunfire. The incident appears to be gang-related. A motive for the shooting is unknown and the investigation remains ongoing. Anyone with information is asked to contact the LBPD Homicide Detectives Mark Mattia and Don Collier at (562) 570-7244. Anonymous tips may be submitted through “LA Crime Stoppers” by calling 1-800-222-TIPS (8477), downloading the “P3 Tips” app to your smart phone (available at the Apple App store and Google Play), or visiting www.lacrimestoppers.org . This information is preliminary and is intended for early information use rather than being a formal investigative report. About Long Beach Police Department The mission of the Long Beach Police Department is to enhance public safety through partnerships, while providing a safe City for all people. For more information on the Police Department, please visit us at www.longbeach.gov/police . Follow us on social media to stay connected: Facebook , Twitter , and Instagram . "
24,https://norfolkne.gov/assets/site/documentcentral/police/2021-daily-reports/blotter/090921blotter.pdf,Dispatch Logs,Police & Public Interactions,"","",404,"","","","","","","",""
25,https://delcopa.gov/planning/programsandinitiatives/heritagecommission/historyofhcpreservationawards.pdf,Not Criminal Justice Related,Not Criminal Justice Related,"","",200,"","","","","","","",""
